trial_type,trial_index,trial_number,plugin_version,time_elapsed,random_id,participant,rt,stimulus,response,condition,shape,image_path,surprisal,n_sides,text_response,word_count,practice_response
survey-text,18,14,2.0.0,4047028,p7lf0e11ebd,llama,882192,NA,"{""image_description"":""a crocodile with two shard tooth and a sharp ear looking to the left with a neck""}",study,117,stimuli/117.jpg,7067.33,26,a crocodile with two shard tooth and a sharp ear looking to the left with a neck,17,"square
"
survey-text,19,15,2.0.0,4109749,p7lf0e11ebd,llama,62203,NA,"{""image_description"":""looks like a triceratops""}",study,57,stimuli/57.jpg,6789.16,14,looks like a triceratops,4,"square
"
survey-text,20,16,2.0.0,4242860,p7lf0e11ebd,llama,132601,NA,"{""image_description"":""draw a top left corner then a sharp triangle on the right then the tip of a sword then draw another triangle connected to it and then connect it to the square""}",study,46,stimuli/46.jpg,6754.16,12,draw a top left corner then a sharp triangle on the right then the tip of a sword then draw another triangle connected to it and then connect it to the square,32,"square
"
survey-text,21,17,2.0.0,4347126,p7lf0e11ebd,llama,103751,NA,"{""image_description"":""it looks like a sock puppet with two eyes sticking out at the top but it is blocky\n""}",study,152,stimuli/152.jpg,7144.83,33,"it looks like a sock puppet with two eyes sticking out at the top but it is blocky
",18,"square
"
survey-text,22,18,2.0.0,4370434,p7lf0e11ebd,llama,22793,NA,"{""image_description"":""a triangle but slim and the point is downturned to the left, it is not symmetrical\n""}",study,2,stimuli/2.jpg,6550.44,3,"a triangle but slim and the point is downturned to the left, it is not symmetrical
",16,"square
"
survey-text,23,19,2.0.0,4384863,p7lf0e11ebd,llama,13920,NA,"{""image_description"":""a turtle head with wings""}",study,156,stimuli/156.jpg,7199.99,34,a turtle head with wings,5,"square
"
survey-text,24,20,2.0.0,4400031,p7lf0e11ebd,llama,14656,NA,"{""image_description"":""it looks like the sphinx but blocky ""}",study,148,stimuli/148.jpg,7141.91,32,it looks like the sphinx but blocky,8,"square
"
survey-text,5,1,2.0.0,131540,p7zs0h0auf4,seal,90325,NA,"{""image_description"":""a 5 sided polygon with the right two sides having the shortest lines and the left side and bottom side having the longest lines. the top line connects the right and the left side""}",study,11,stimuli/11.jpg,6580.42,5,a 5 sided polygon with the right two sides having the shortest lines and the left side and bottom side having the longest lines. the top line connects the right and the left side,34,a square with a black line
survey-text,6,2,2.0.0,296496,p7zs0h0auf4,seal,164452,NA,"{""image_description"":""a five sided polygon with the top line being the longest, then it has a straight line down then a short line perpendicular to the previous line, then another perpendicular line, then the final line connects to the top line""}",study,13,stimuli/13.jpg,6577.27,5,"a five sided polygon with the top line being the longest, then it has a straight line down then a short line perpendicular to the previous line, then another perpendicular line, then the final line connects to the top line",40,a square with a black line
survey-text,7,3,2.0.0,341400,p7zs0h0auf4,seal,44400,NA,"{""image_description"":""a four sided polygon that looks like a rectangle with two triangles added to the left and the bottom""}",study,7,stimuli/7.jpg,6558.43,4,a four sided polygon that looks like a rectangle with two triangles added to the left and the bottom,19,a square with a black line
survey-text,8,4,2.0.0,353192,p7zs0h0auf4,seal,11289,NA,"{""image_description"":""a unicorn with straight lines""}",study,155,stimuli/155.jpg,7171.51,33,a unicorn with straight lines,5,a square with a black line
survey-text,9,5,2.0.0,370756,p7zs0h0auf4,seal,17060,NA,"{""image_description"":""a spider with 6 legs with straight lines""}",study,123,stimuli/123.jpg,7035.3,27,a spider with 6 legs with straight lines,8,a square with a black line
survey-text,10,6,2.0.0,393056,p7zs0h0auf4,seal,21797,NA,"{""image_description"":""a profile of a man with a big nose all with straight lines""}",study,44,stimuli/44.jpg,6692.06,11,a profile of a man with a big nose all with straight lines,13,a square with a black line
survey-text,11,7,2.0.0,452215,p7zs0h0auf4,seal,58655,NA,"{""image_description"":""a straight edged polygon with three ridges""}",study,52,stimuli/52.jpg,6699.28,13,a straight edged polygon with three ridges,7,a square with a black line
survey-text,12,8,2.0.0,483924,p7zs0h0auf4,seal,31207,NA,"{""image_description"":""a gear with three notches""}",study,94,stimuli/94.jpg,6965.94,21,a gear with three notches,5,a square with a black line
survey-text,13,9,2.0.0,533414,p7zs0h0auf4,seal,48987,NA,"{""image_description"":""a crab with two pinchers and a tail""}",study,63,stimuli/63.jpg,6749.45,15,a crab with two pinchers and a tail,8,a square with a black line
survey-text,14,10,2.0.0,579136,p7zs0h0auf4,seal,45219,NA,"{""image_description"":""a praying mantis ""}",study,121,stimuli/121.jpg,6999.52,27,a praying mantis,4,a square with a black line
survey-text,15,11,2.0.0,588725,p7zs0h0auf4,seal,9086,NA,"{""image_description"":""a boat with a sail""}",study,80,stimuli/80.jpg,6806.13,18,a boat with a sail,5,a square with a black line
survey-text,16,12,2.0.0,609879,p7zs0h0auf4,seal,20651,NA,"{""image_description"":""a profile with the mouth open""}",study,90,stimuli/90.jpg,6873.09,20,a profile with the mouth open,6,a square with a black line
survey-text,17,13,2.0.0,654497,p7zs0h0auf4,seal,44115,NA,"{""image_description"":""magneto from x-men's helmet ""}",study,140,stimuli/140.jpg,7121.36,30,magneto from x-men's helmet,5,a square with a black line
survey-text,18,14,2.0.0,663927,p7zs0h0auf4,seal,8927,NA,"{""image_description"":""a bolded letter E""}",study,40,stimuli/40.jpg,6690.54,10,a bolded letter E,4,a square with a black line
survey-text,19,15,2.0.0,693649,p7zs0h0auf4,seal,29219,NA,"{""image_description"":""a sharp weapon ""}",study,85,stimuli/85.jpg,6831.41,19,a sharp weapon,4,a square with a black line
survey-text,20,16,2.0.0,748493,p7zs0h0auf4,seal,54340,NA,"{""image_description"":""a rectangle with three protruding sharp sides""}",study,89,stimuli/89.jpg,6850.88,20,a rectangle with three protruding sharp sides,7,a square with a black line
survey-text,21,17,2.0.0,777880,p7zs0h0auf4,seal,28885,NA,"{""image_description"":""sharp objects""}",study,105,stimuli/105.jpg,7003.86,23,sharp objects,2,a square with a black line
survey-text,22,18,2.0.0,892403,p7zs0h0auf4,seal,114024,NA,"{""image_description"":""a sharp sided ice cream cone""}",study,33,stimuli/33.jpg,6635.57,9,a sharp sided ice cream cone,6,a square with a black line
survey-text,23,19,2.0.0,906809,p7zs0h0auf4,seal,13904,NA,"{""image_description"":""the hot fish from finding nemo""}",study,141,stimuli/141.jpg,7037.04,31,the hot fish from finding nemo,6,a square with a black line
survey-text,24,20,2.0.0,926060,p7zs0h0auf4,seal,18748,NA,"{""image_description"":""a dog with a big head and small tail""}",study,57,stimuli/57.jpg,6789.16,14,a dog with a big head and small tail,9,a square with a black line
survey-text,5,1,2.0.0,268519,p9yuyd38xtl,leopard,22156,NA,"{""image_description"":""trapezoid\n""}",study,18,stimuli/18.jpg,6619.38,6,"trapezoid
",1,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,6,2,2.0.0,294845,p9yuyd38xtl,leopard,25822,NA,"{""image_description"":""square with pointy legs and a trapezoid head\n""}",study,143,stimuli/143.jpg,6915.69,31,"square with pointy legs and a trapezoid head
",8,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,7,3,2.0.0,312599,p9yuyd38xtl,leopard,17251,NA,"{""image_description"":""someone spilling a puddle of liquid on the floor""}",study,150,stimuli/150.jpg,7209.25,32,someone spilling a puddle of liquid on the floor,9,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,8,4,2.0.0,329526,p9yuyd38xtl,leopard,16425,NA,"{""image_description"":""a circle that is not perfectly drawn ""}",study,24,stimuli/24.jpg,6629.99,7,a circle that is not perfectly drawn,8,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,9,5,2.0.0,368184,p9yuyd38xtl,leopard,38154,NA,"{""image_description"":""rectangle with random trapezoids surrounding it\n""}",study,110,stimuli/110.jpg,6951.51,24,"rectangle with random trapezoids surrounding it
",6,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,10,6,2.0.0,384335,p9yuyd38xtl,leopard,15648,NA,"{""image_description"":""a leaf ""}",study,37,stimuli/37.jpg,6725.55,10,a leaf,3,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,11,7,2.0.0,393383,p9yuyd38xtl,leopard,8545,NA,"{""image_description"":""a crab claw \n""}",study,118,stimuli/118.jpg,7003.15,26,"a crab claw 
",4,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,12,8,2.0.0,403702,p9yuyd38xtl,leopard,9818,NA,"{""image_description"":""a traingle with three equal sides ""}",study,5,stimuli/5.jpg,6522.84,3,a traingle with three equal sides,7,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,13,9,2.0.0,436305,p9yuyd38xtl,leopard,32087,NA,"{""image_description"":""a greater than sign with a bumb on top of it \n""}",study,103,stimuli/103.jpg,6915.47,23,"a greater than sign with a bumb on top of it 
",12,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,14,10,2.0.0,500703,p9yuyd38xtl,leopard,63896,NA,"{""image_description"":""a fish with spikey back ""}",study,132,stimuli/132.jpg,7051.12,29,a fish with spikey back,6,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,15,11,2.0.0,529787,p9yuyd38xtl,leopard,28583,NA,"{""image_description"":""an L shape rectangle with the bottom being more narrower \n""}",study,58,stimuli/58.jpg,6794.84,14,"an L shape rectangle with the bottom being more narrower 
",11,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,16,12,2.0.0,567824,p9yuyd38xtl,leopard,37524,NA,"{""image_description"":""spikes on a badly drawn rectangle ""}",study,74,stimuli/74.jpg,6769.21,17,spikes on a badly drawn rectangle,7,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,17,13,2.0.0,581295,p9yuyd38xtl,leopard,12969,NA,"{""image_description"":""square with some intends inside it""}",study,34,stimuli/34.jpg,6639.63,9,square with some intends inside it,6,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,18,14,2.0.0,668313,p9yuyd38xtl,leopard,86517,NA,"{""image_description"":""Fish with an anchor under it""}",study,108,stimuli/108.jpg,7046.82,24,Fish with an anchor under it,6,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,19,15,2.0.0,757638,p9yuyd38xtl,leopard,88824,NA,"{""image_description"":""Some state like arkansas or kansas""}",study,47,stimuli/47.jpg,6715.11,12,Some state like arkansas or kansas,6,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,20,16,2.0.0,782717,p9yuyd38xtl,leopard,24574,NA,"{""image_description"":""helmet with a spike on top ""}",study,156,stimuli/156.jpg,7199.99,34,helmet with a spike on top,7,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,21,17,2.0.0,788981,p9yuyd38xtl,leopard,5761,NA,"{""image_description"":""a comb""}",study,59,stimuli/59.jpg,6820.36,14,a comb,2,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,22,18,2.0.0,804223,p9yuyd38xtl,leopard,14740,NA,"{""image_description"":""a an arrow with the base being the thicker part ""}",study,54,stimuli/54.jpg,6708.13,13,a an arrow with the base being the thicker part,11,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,23,19,2.0.0,826633,p9yuyd38xtl,leopard,21908,NA,"{""image_description"":""lightning bolt with random other shapes ""}",study,141,stimuli/141.jpg,7037.04,31,lightning bolt with random other shapes,7,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,24,20,2.0.0,845658,p9yuyd38xtl,leopard,18523,NA,"{""image_description"":""multiple trapezoids combined""}",study,116,stimuli/116.jpg,7061.19,26,multiple trapezoids combined,3,"A square, which is 4 lines starting left to right then up then left then down "
survey-text,5,1,2.0.0,37000,pajlm381n7g,hedgehog,11452,NA,"{""image_description"":""dinosaur gone wrong""}",study,113,stimuli/113.jpg,6936.3,25,dinosaur gone wrong,3,square
survey-text,6,2,2.0.0,49832,pajlm381n7g,hedgehog,12316,NA,"{""image_description"":""the front of a train""}",study,116,stimuli/116.jpg,7061.19,26,the front of a train,5,square
survey-text,7,3,2.0.0,63179,pajlm381n7g,hedgehog,12835,NA,"{""image_description"":""the really ugly fish at the bottom of the sea""}",study,149,stimuli/149.jpg,7198.55,32,the really ugly fish at the bottom of the sea,10,square
survey-text,8,4,2.0.0,81042,pajlm381n7g,hedgehog,17342,NA,"{""image_description"":""a bird with a lot of wings""}",study,128,stimuli/128.jpg,7090.6,28,a bird with a lot of wings,7,square
survey-text,9,5,2.0.0,135375,pajlm381n7g,hedgehog,53818,NA,"{""image_description"":""just something really with a lot of spkies all around""}",study,132,stimuli/132.jpg,7051.12,29,just something really with a lot of spkies all around,10,square
