"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","plugin_version","time_elapsed","random_id","participant","rt","stimulus","response","condition","shape","image_path","surprisal","n_sides","text_response","word_count"
"","","","","","survey-text","17","2.0.0","284541","pajlm381n7g","hedgehog","31815","","{""image_description"":""something with three sharp sides""}","study","52","stimuli/52.jpg","6699.28","13","something with three sharp sides","5"
"","","","","","survey-text","18","2.0.0","306297","pajlm381n7g","hedgehog","21239","","{""image_description"":""an almost iso""}","study","17","stimuli/17.jpg","6592.16","6","an almost iso","3"
"","","","","","survey-text","19","2.0.0","335726","pajlm381n7g","hedgehog","28913","","{""image_description"":""a midget raising his leg weirdly""}","study","89","stimuli/89.jpg","6850.88","20","a midget raising his leg weirdly","6"
"","","","","","survey-text","20","2.0.0","347727","pajlm381n7g","hedgehog","11482","","{""image_description"":""a wannabe square""}","study","10","stimuli/10.jpg","6545.43","4","a wannabe square","3"
"","","","","","survey-text","21","2.0.0","378614","pajlm381n7g","hedgehog","30371","","{""image_description"":""a hairdryer with a weird handle""}","study","36","stimuli/36.jpg","6694.49","10","a hairdryer with a weird handle","6"
"","","","","","survey-text","22","2.0.0","392866","pajlm381n7g","hedgehog","13748","","{""image_description"":""a captain reading a book really close to their face""}","study","91","stimuli/91.jpg","6985.65","21","a captain reading a book really close to their face","10"
"","","","","","survey-text","23","2.0.0","439294","pajlm381n7g","hedgehog","45914","","{""image_description"":""a rocket ship starting to blast off""}","study","100","stimuli/100.jpg","6897.69","22","a rocket ship starting to blast off","7"
"","","","","","survey-text","24","2.0.0","507857","pajlm381n7g","hedgehog","68059","","{""image_description"":""something looking back at it's spikes\n""}","study","129","stimuli/129.jpg","7041.77","28","something looking back at it's spikes
","6"
"","","","","","survey-text","25","2.0.0","543587","pajlm381n7g","hedgehog","35213","","{""Q0"":""how we see weird shapes"",""Q1"":""no"",""Q2"":""i don't know if i described things the way you wanted me to?"",""Q3"":""""}","","","","","","",""
"","","","","","html-keyboard-response","26","2.0.0","551124","pajlm381n7g","hedgehog","7535","<p style=""width:900px;"">Congratulations! You have completed the visual complexity experiment. You received visual stimuli of varying complexity and was asked to describe them. We are collecting data to show the relationship between complex objects and events in the real world and their representations in the mind. We want to know if there is an inverted U-shaped relationship between the two, meaning the length of the descriptions of the stimuli would increase as their complexity increases, hit a plateau point of maximum of description length where they would then begin the decrease as the stimuli gets increasingly complex still. Thanks for participating!</p>"," ","","","","","","",""
"true","","","","","fullscreen","27","null","552126","pajlm381n7g","hedgehog","null","","","","","","","","",""
